Age,Gender,Education Level,Department,Job Title,Years of Experience,Location,Salary
34.0,Female,Bachelor's,Operations,Logistics Coordinator,10.0,Metro City,65170.11
21.0,Male,Bachelor's,IT,IT Support,1.0,Metro City,63425.95
22.0,Female,Bachelor's,Finance,Financial Analyst,0.0,Metro City,52936.88
39.0,Male,Master's,Finance,Finance Manager,3.0,Metro City,90286.04
27.0,Female,High School,Operations,Operations Analyst,2.0,Metro City,35822.72
27.0,Male,Bachelor's,Marketing,SEO Specialist,6.0,Remote,51036.39
44.0,Male,High School,Finance,Financial Analyst,15.0,Metro City,50310.73
33.0,Male,Bachelor's,IT,DevOps Engineer,11.0,Metro City,82327.01
30.0,Male,High School,IT,IT Support,1.0,Metro City,42113.26
40.0,Male,Bachelor's,Marketing,SEO Specialist,12.0,Metro City,69306.6
23.0,Male,Bachelor's,Sales,Account Manager,0.0,Remote,48931.13
44.0,Female,High School,IT,IT Support,8.0,Metro City,52352.55
50.0,Female,Bachelor's,Operations,Operations Manager,9.0,Metro City,77738.01
35.0,Male,Master's,HR,HR Manager,10.0,Tier-2 City,71575.8
21.0,Female,Master's,Sales,Account Manager,0.0,Tier-2 City,61238.59
38.0,Male,Bachelor's,Sales,Sales Executive,10.0,Remote,49084.72
21.0,Female,Master's,Sales,Sales Manager,1.0,Metro City,66777.48
21.0,Female,Bachelor's,HR,HR Manager,0.0,Metro City,53334.16
39.0,Male,High School,Sales,Sales Manager,6.0,Tier-2 City,41458.31
35.0,Male,Bachelor's,HR,HR Executive,3.0,Remote,40760.86
32.0,Female,Bachelor's,Operations,Operations Manager,10.0,Metro City,74499.59
56.0,Male,Master's,IT,Data Analyst,15.0,Tier-2 City,97430.92
40.0,Female,PhD,Operations,Operations Manager,,Metro City,129975.67
55.0,Female,Master's,IT,DevOps Engineer,21.0,Tier-2 City,123290.96
34.0,Male,Master's,Finance,Financial Analyst,11.0,Remote,83810.14
44.0,Female,Bachelor's,HR,HR Manager,9.0,Metro City,76266.75
21.0,Female,Bachelor's,IT,IT Support,0.0,Metro City,63071.42
48.0,Male,Bachelor's,IT,DevOps Engineer,15.0,Tier-2 City,78418.85
41.0,Female,Master's,Operations,Operations Analyst,11.0,Metro City,79629.26
24.0,Male,Bachelor's,Sales,Account Manager,4.0,Remote,55692.51
31.0,Male,Bachelor's,Marketing,SEO Specialist,7.0,Metro City,53046.82
47.0,Female,High School,Sales,Sales Manager,12.0,Remote,55461.82
44.0,Female,Bachelor's,Marketing,Marketing Manager,8.0,Tier-2 City,65700.81
29.0,Female,High School,Finance,Accountant,6.0,Tier-2 City,31049.86
23.0,Female,Bachelor's,Operations,Logistics Coordinator,1.0,Remote,39942.62
39.0,Male,Master's,HR,HR Manager,8.0,Metro City,78546.12
46.0,Female,Bachelor's,HR,Recruiter,18.0,Metro City,76809.84
23.0,Male,Bachelor's,Finance,Finance Manager,0.0,Metro City,57069.38
41.0,Male,Bachelor's,Operations,Operations Analyst,16.0,Metro City,76558.38
37.0,Male,Master's,IT,DevOps Engineer,10.0,Metro City,112056.18
34.0,Male,Master's,Finance,Accountant,11.0,Metro City,103792.02
45.0,Male,Master's,Operations,Logistics Coordinator,15.0,Tier-2 City,78657.83
49.0,Female,Bachelor's,HR,Recruiter,8.0,Metro City,55880.89
28.0,Male,Bachelor's,IT,Software Engineer,0.0,Metro City,65518.83
40.0,Female,Master's,Finance,Accountant,14.0,Remote,90507.13
38.0,Male,High School,Marketing,SEO Specialist,13.0,Metro City,41084.37
30.0,Male,Bachelor's,HR,HR Manager,1.0,Tier-2 City,49696.57
53.0,Female,Master's,Sales,Sales Manager,19.0,Tier-2 City,101089.41
46.0,Male,Bachelor's,IT,IT Support,14.0,Remote,82140.75
54.0,Female,High School,Operations,Logistics Coordinator,23.0,Metro City,57465.12
29.0,Female,Master's,Operations,Operations Analyst,2.0,Tier-2 City,52650.79
28.0,Female,High School,Marketing,SEO Specialist,8.0,Metro City,37852.02
21.0,Male,Bachelor's,Sales,Account Manager,1.0,Tier-2 City,43639.19
37.0,Male,Master's,HR,HR Manager,11.0,Remote,74028.52
40.0,Male,Bachelor's,Operations,Logistics Coordinator,13.0,Tier-2 City,58309.24
49.0,Male,Bachelor's,Finance,Accountant,18.0,Tier-2 City,72098.56
22.0,Female,Master's,Sales,Account Manager,0.0,Tier-2 City,62407.26
26.0,Female,Master's,Marketing,SEO Specialist,0.0,Tier-2 City,51189.22
53.0,Male,PhD,Marketing,Marketing Executive,22.0,Metro City,153133.62
,Male,Bachelor's,Operations,Operations Analyst,11.0,Tier-2 City,52893.28
24.0,Male,Master's,Operations,Operations Analyst,0.0,Metro City,49071.93
42.0,Female,Bachelor's,IT,Data Analyst,12.0,Tier-2 City,67039.32
21.0,Female,Bachelor's,IT,Software Engineer,0.0,Tier-2 City,44362.29
37.0,Female,Master's,Marketing,Marketing Manager,7.0,Metro City,89727.51
51.0,Male,Bachelor's,Finance,Accountant,13.0,Tier-2 City,67552.07
46.0,Male,Bachelor's,Sales,Sales Manager,16.0,Tier-2 City,75247.6
41.0,Female,Master's,Finance,Finance Manager,4.0,Remote,79604.51
33.0,Male,Master's,HR,HR Manager,7.0,Tier-2 City,61265.87
39.0,Male,High School,IT,Software Engineer,13.0,Tier-2 City,51409.5
40.0,Female,Bachelor's,Operations,Operations Analyst,14.0,Remote,63785.51
33.0,Male,High School,Sales,Account Manager,5.0,Metro City,50599.04
34.0,Female,Bachelor's,HR,Recruiter,8.0,Tier-2 City,50134.34
31.0,Male,Master's,Marketing,Marketing Executive,3.0,Tier-2 City,55200.61
41.0,Male,Bachelor's,Operations,Logistics Coordinator,10.0,Tier-2 City,43712.36
21.0,Male,Bachelor's,Marketing,Marketing Executive,1.0,Remote,42282.34
49.0,Female,PhD,Finance,Finance Manager,16.0,Tier-2 City,124709.63
39.0,Female,Bachelor's,Marketing,SEO Specialist,4.0,Tier-2 City,41231.7
31.0,Female,Bachelor's,Operations,Operations Analyst,3.0,Metro City,53436.94
39.0,Male,Master's,Finance,Financial Analyst,12.0,Tier-2 City,85501.52
23.0,Male,Bachelor's,Operations,Operations Manager,3.0,Remote,46427.98
24.0,Male,Bachelor's,HR,Recruiter,0.0,Metro City,38210.42
29.0,Male,High School,Finance,Finance Manager,7.0,Tier-2 City,51204.84
41.0,Male,High School,IT,IT Support,12.0,Metro City,60011.63
26.0,Male,PhD,IT,Software Engineer,0.0,Remote,78183.33
57.0,Female,Bachelor's,Operations,Logistics Coordinator,,Remote,57244.99
36.0,Male,Bachelor's,IT,Software Engineer,8.0,Metro City,83395.43
38.0,Male,Bachelor's,Sales,Sales Executive,10.0,Tier-2 City,46875.59
42.0,Male,Bachelor's,Sales,Account Manager,14.0,Metro City,88797.97
42.0,Male,Bachelor's,HR,HR Manager,9.0,Metro City,67601.37
31.0,Male,Master's,Finance,Finance Manager,4.0,Metro City,89905.71
32.0,Male,Master's,Operations,Operations Analyst,2.0,Metro City,54739.29
32.0,Male,Bachelor's,Finance,Financial Analyst,5.0,Tier-2 City,54286.03
24.0,Male,Master's,Operations,Logistics Coordinator,0.0,Tier-2 City,36924.47
28.0,Male,Master's,Marketing,Marketing Manager,5.0,Metro City,89419.2
37.0,Female,Bachelor's,Marketing,Marketing Executive,1.0,Remote,37811.3
42.0,Female,Master's,Operations,Operations Analyst,17.0,Remote,82298.41
38.0,Female,Bachelor's,Finance,Accountant,13.0,Tier-2 City,71166.45
55.0,Female,PhD,Marketing,SEO Specialist,18.0,Metro City,140238.68
34.0,Female,Bachelor's,Finance,Financial Analyst,14.0,Metro City,78135.93
47.0,Female,High School,HR,HR Executive,12.0,Tier-2 City,38896.03
37.0,Female,Bachelor's,HR,HR Manager,8.0,Remote,56471.14
40.0,Male,Master's,HR,Recruiter,15.0,Tier-2 City,73474.75
23.0,Female,PhD,Sales,Sales Manager,0.0,Tier-2 City,72096.69
52.0,Female,Master's,Marketing,Marketing Manager,19.0,Remote,109389.66
32.0,Female,Bachelor's,Finance,Financial Analyst,3.0,Tier-2 City,45668.71
37.0,Female,Master's,Operations,Operations Analyst,14.0,Metro City,88948.03
35.0,Male,Master's,Sales,Account Manager,,Metro City,69365.48
33.0,Female,Bachelor's,IT,IT Support,5.0,Metro City,74054.37
21.0,Male,Master's,HR,HR Executive,1.0,Tier-2 City,44965.63
35.0,Female,Bachelor's,IT,Data Analyst,5.0,Metro City,76926.68
26.0,Male,Master's,HR,Recruiter,0.0,Tier-2 City,38672.47
30.0,Male,Bachelor's,Operations,Operations Analyst,0.0,Tier-2 City,35468.34
40.0,Female,Master's,Operations,Operations Manager,9.0,Remote,72533.47
47.0,Female,High School,Marketing,Marketing Manager,12.0,Remote,53324.56
47.0,Female,Bachelor's,Operations,Operations Analyst,9.0,Tier-2 City,49412.53
32.0,Male,Bachelor's,Operations,Operations Analyst,5.0,Metro City,52322.62
24.0,Male,Master's,Operations,Logistics Coordinator,0.0,Metro City,54222.02
30.0,Female,Bachelor's,Finance,Accountant,2.0,Remote,53689.62
35.0,Male,Bachelor's,Operations,Operations Analyst,11.0,Metro City,60887.96
32.0,Male,Bachelor's,HR,HR Manager,11.0,Tier-2 City,62063.77
32.0,Male,High School,Marketing,Marketing Executive,3.0,Metro City,32787.34
54.0,Male,Bachelor's,Operations,Operations Analyst,25.0,Metro City,91057.71
27.0,Female,Bachelor's,Marketing,SEO Specialist,3.0,Remote,42778.6
27.0,Female,Bachelor's,Sales,Sales Executive,6.0,Metro City,50834.44
34.0,Female,Master's,Operations,Operations Analyst,0.0,Metro City,56376.69
34.0,Male,Bachelor's,HR,HR Executive,5.0,Metro City,47561.08
46.0,Male,Bachelor's,HR,Recruiter,16.0,Metro City,62727.78
31.0,Male,High School,HR,Recruiter,5.0,Tier-2 City,24889.23
23.0,Female,Bachelor's,IT,Data Analyst,0.0,Metro City,62673.96
35.0,Female,Master's,Operations,Operations Manager,2.0,Tier-2 City,62688.04
34.0,Female,Bachelor's,Sales,Sales Executive,6.0,Metro City,50985.61
24.0,Female,Master's,IT,IT Support,3.0,Metro City,78576.23
31.0,Male,Master's,Sales,Sales Manager,1.0,Metro City,69409.46
48.0,Male,Bachelor's,HR,HR Executive,6.0,Remote,45837.25
48.0,Male,Bachelor's,IT,Software Engineer,15.0,Remote,84572.54
34.0,Male,Bachelor's,Sales,Sales Executive,9.0,Tier-2 City,50429.95
27.0,Female,Bachelor's,Operations,Logistics Coordinator,1.0,Tier-2 City,35181.36
41.0,Female,Master's,Finance,Financial Analyst,5.0,Remote,67517.7
39.0,Male,PhD,Sales,Account Manager,13.0,Remote,111736.27
41.0,Female,Master's,Sales,Account Manager,13.0,Metro City,99479.57
44.0,Male,Bachelor's,Marketing,Marketing Executive,15.0,Metro City,76401.18
29.0,Male,Bachelor's,Finance,Finance Manager,7.0,Tier-2 City,65544.19
37.0,Male,Bachelor's,IT,DevOps Engineer,14.0,Metro City,97479.35
26.0,Female,Bachelor's,Sales,Sales Manager,0.0,Metro City,61305.55
40.0,Male,Bachelor's,Sales,Account Manager,11.0,Tier-2 City,67265.68
46.0,Male,Bachelor's,Sales,Sales Executive,10.0,Metro City,60361.31
23.0,Female,Bachelor's,HR,Recruiter,3.0,Tier-2 City,38298.61
40.0,Male,Master's,Operations,Operations Manager,8.0,Remote,79764.04
34.0,Male,Bachelor's,IT,Data Analyst,12.0,Metro City,89230.61
24.0,Male,Master's,Finance,Accountant,2.0,Metro City,67449.81
48.0,Male,Bachelor's,Finance,Financial Analyst,15.0,Tier-2 City,69439.41
25.0,Male,Master's,HR,HR Manager,5.0,Tier-2 City,60838.31
56.0,Male,Master's,Operations,Logistics Coordinator,20.0,Tier-2 City,89421.52
24.0,Female,Bachelor's,HR,HR Manager,0.0,Tier-2 City,43351.06
28.0,Male,PhD,IT,Software Engineer,0.0,Remote,86572.45
42.0,Male,Master's,IT,IT Support,11.0,Metro City,108231.65
40.0,Male,Bachelor's,Operations,Logistics Coordinator,7.0,Metro City,53309.21
33.0,Female,High School,Sales,Sales Executive,4.0,Metro City,34117.9
35.0,Male,Bachelor's,Marketing,Marketing Manager,2.0,Metro City,69654.91
34.0,Female,PhD,IT,Data Analyst,,Tier-2 City,91997.83
34.0,Male,Bachelor's,HR,Recruiter,9.0,Metro City,55486.6
35.0,Male,Master's,Finance,Financial Analyst,10.0,Tier-2 City,75251.77
22.0,Female,Master's,Operations,Operations Manager,0.0,Metro City,70312.48
34.0,Male,Bachelor's,Finance,Financial Analyst,10.0,Tier-2 City,63232.85
38.0,Male,High School,HR,Recruiter,7.0,Remote,34193.7
25.0,Male,Bachelor's,HR,HR Executive,1.0,Tier-2 City,37453.27
36.0,Male,Bachelor's,Operations,Operations Analyst,9.0,Metro City,52748.1
41.0,Male,Master's,Finance,Accountant,14.0,Tier-2 City,86781.33
30.0,Male,Bachelor's,Operations,Operations Manager,2.0,Metro City,48650.85
33.0,Female,Master's,Operations,Logistics Coordinator,12.0,Remote,71799.32
41.0,Male,Bachelor's,Marketing,Marketing Manager,7.0,Remote,67214.5
41.0,Female,PhD,IT,Software Engineer,5.0,Tier-2 City,99262.42
28.0,Male,PhD,Operations,Logistics Coordinator,0.0,Remote,55562.87
54.0,Female,High School,Marketing,Marketing Executive,11.0,Tier-2 City,37745.56
40.0,Male,Bachelor's,IT,Software Engineer,20.0,Tier-2 City,91962.58
21.0,Female,Master's,Sales,Sales Manager,0.0,Tier-2 City,58930.34
25.0,Male,Master's,Marketing,SEO Specialist,5.0,Metro City,80849.99
25.0,Female,Bachelor's,Finance,Finance Manager,5.0,Tier-2 City,59189.94
41.0,Male,Bachelor's,IT,IT Support,16.0,Tier-2 City,80033.17
61.0,Female,Master's,Marketing,Marketing Manager,23.0,Metro City,135023.12
34.0,Male,Bachelor's,Marketing,Marketing Manager,4.0,Remote,54039.8
46.0,Female,Bachelor's,Operations,Logistics Coordinator,6.0,Metro City,57791.23
33.0,Male,Bachelor's,Marketing,Marketing Manager,12.0,Metro City,82113.08
40.0,Male,Bachelor's,Operations,Logistics Coordinator,7.0,Tier-2 City,44569.81
46.0,Female,Master's,Finance,Financial Analyst,17.0,Remote,98810.42
21.0,Male,High School,Operations,Operations Manager,0.0,Metro City,38058.95
37.0,Female,High School,IT,IT Support,12.0,Remote,50256.33
41.0,Male,Master's,Operations,Operations Analyst,13.0,Remote,67867.7
29.0,Male,Bachelor's,Finance,Finance Manager,9.0,Remote,70679.98
47.0,Female,Bachelor's,Marketing,Marketing Manager,5.0,Tier-2 City,68990.72
21.0,Male,High School,Marketing,Marketing Manager,1.0,Metro City,44021.73
26.0,Female,Master's,HR,HR Executive,6.0,Remote,54961.0
22.0,Female,Bachelor's,Finance,Accountant,2.0,Metro City,58344.64
53.0,Female,Bachelor's,Operations,Operations Analyst,18.0,Metro City,76680.9
27.0,Male,Bachelor's,Finance,Financial Analyst,6.0,Remote,53264.99
39.0,Male,Bachelor's,Sales,Sales Executive,11.0,Metro City,60424.62
34.0,Male,Bachelor's,HR,Recruiter,1.0,Tier-2 City,43484.05
21.0,Male,High School,IT,Data Analyst,0.0,Tier-2 City,32574.35
44.0,Male,Master's,Operations,Operations Manager,18.0,Remote,102141.36
43.0,Female,Bachelor's,Finance,Financial Analyst,9.0,Metro City,79590.74
42.0,Female,High School,Operations,Logistics Coordinator,19.0,Remote,41088.76
33.0,Female,Master's,Marketing,Marketing Manager,7.0,Metro City,90958.05
27.0,Male,Bachelor's,Finance,Accountant,0.0,Metro City,57473.48
43.0,Male,Bachelor's,Operations,Operations Analyst,5.0,Tier-2 City,40647.58
35.0,Male,Bachelor's,Marketing,SEO Specialist,,Tier-2 City,50314.69
25.0,Female,Master's,Operations,Logistics Coordinator,0.0,Tier-2 City,41496.27
33.0,Female,Bachelor's,Finance,Accountant,6.0,Remote,57793.62
42.0,Male,Bachelor's,Finance,Finance Manager,6.0,Metro City,77531.05
31.0,Female,Bachelor's,Marketing,Marketing Executive,4.0,Tier-2 City,46105.83
42.0,Female,Master's,Marketing,Marketing Manager,7.0,Metro City,91830.7
26.0,Female,Master's,Marketing,Marketing Executive,0.0,Tier-2 City,51516.35
49.0,Male,Bachelor's,HR,Recruiter,21.0,Tier-2 City,58339.44
47.0,Male,Master's,HR,Recruiter,16.0,Tier-2 City,73205.37
21.0,Male,Bachelor's,Sales,Account Manager,1.0,Tier-2 City,48134.24
44.0,Male,Master's,IT,Software Engineer,13.0,Remote,94603.71
28.0,Male,Bachelor's,Marketing,Marketing Manager,0.0,Metro City,51267.07
34.0,Female,Master's,IT,Data Analyst,10.0,Metro City,103575.96
23.0,Female,Master's,Operations,Operations Manager,0.0,Metro City,64765.88
32.0,Male,Master's,Sales,Sales Executive,6.0,Remote,60332.8
42.0,Male,Master's,Sales,Account Manager,15.0,Metro City,104987.28
32.0,Female,Bachelor's,Marketing,Marketing Executive,8.0,Metro City,62164.65
40.0,Female,High School,Marketing,Marketing Executive,9.0,Metro City,47711.66
47.0,Female,High School,IT,DevOps Engineer,13.0,Metro City,54309.47
38.0,Female,Bachelor's,Finance,Finance Manager,8.0,Remote,70512.28
28.0,Female,PhD,IT,Data Analyst,0.0,Remote,93393.19
27.0,Male,Bachelor's,IT,IT Support,3.0,Tier-2 City,58838.26
45.0,Male,Master's,Operations,Logistics Coordinator,16.0,Remote,84629.23
31.0,Male,Master's,IT,Data Analyst,0.0,Tier-2 City,65826.64
35.0,Male,Bachelor's,Marketing,Marketing Manager,8.0,Tier-2 City,60674.58
52.0,Male,High School,Marketing,SEO Specialist,16.0,Remote,46599.02
53.0,Male,High School,Sales,Account Manager,20.0,Tier-2 City,58088.11
54.0,Male,Bachelor's,HR,HR Executive,15.0,Remote,57870.6
30.0,Female,Master's,IT,IT Support,2.0,Tier-2 City,63385.43
29.0,Female,Bachelor's,Operations,Logistics Coordinator,6.0,Metro City,49511.86
50.0,Male,Bachelor's,Marketing,SEO Specialist,15.0,Remote,66072.02
54.0,Female,Bachelor's,HR,Recruiter,18.0,Remote,57386.1
36.0,Male,Bachelor's,Operations,Logistics Coordinator,11.0,Metro City,64970.41
36.0,Male,High School,IT,Data Analyst,2.0,Remote,38839.36
21.0,Male,High School,IT,IT Support,0.0,Tier-2 City,31742.73
35.0,Female,Bachelor's,IT,DevOps Engineer,3.0,Tier-2 City,47909.63
58.0,Female,Master's,HR,HR Manager,24.0,Tier-2 City,95569.74
30.0,Male,Bachelor's,HR,Recruiter,0.0,Tier-2 City,30681.26
36.0,Male,Bachelor's,Finance,Financial Analyst,11.0,Metro City,76207.3
25.0,Male,Bachelor's,HR,HR Manager,0.0,Metro City,54326.28
44.0,Male,Bachelor's,Marketing,SEO Specialist,10.0,Metro City,68818.3
25.0,Male,Bachelor's,IT,DevOps Engineer,2.0,Remote,61099.91
36.0,Male,Master's,Operations,Operations Analyst,9.0,Metro City,80558.22
37.0,Male,Bachelor's,IT,IT Support,6.0,Remote,67493.38
46.0,Female,High School,IT,DevOps Engineer,15.0,Metro City,67412.78
23.0,Female,Bachelor's,Operations,Logistics Coordinator,0.0,Tier-2 City,29399.06
48.0,Male,High School,Sales,Sales Executive,17.0,Metro City,54082.76
39.0,Male,PhD,Operations,Logistics Coordinator,17.0,Metro City,127932.62
41.0,Female,PhD,Operations,Operations Manager,10.0,Remote,99253.37
34.0,Male,Bachelor's,IT,Software Engineer,0.0,Remote,51623.32
31.0,Female,Master's,HR,HR Manager,7.0,Metro City,81150.66
41.0,Male,Master's,Marketing,Marketing Manager,11.0,Metro City,99033.47
40.0,Male,Bachelor's,Marketing,SEO Specialist,12.0,Remote,63115.26
38.0,Male,Master's,HR,HR Executive,8.0,Remote,57304.86
30.0,Male,Master's,Finance,Finance Manager,1.0,Metro City,83546.6
,Male,Bachelor's,Marketing,Marketing Executive,6.0,Tier-2 City,51348.15
39.0,Female,Master's,Finance,Finance Manager,13.0,Metro City,113880.26
21.0,Male,Bachelor's,Finance,Finance Manager,,Tier-2 City,49717.13
34.0,Male,Bachelor's,IT,IT Support,8.0,Tier-2 City,60264.71
38.0,Male,Bachelor's,Sales,Sales Manager,12.0,Tier-2 City,69534.72
51.0,Male,Master's,Sales,Sales Manager,17.0,Tier-2 City,93412.08
29.0,Male,High School,Finance,Finance Manager,6.0,Remote,48156.73
33.0,Male,High School,IT,Software Engineer,7.0,Metro City,44642.11
30.0,Female,Bachelor's,Marketing,Marketing Executive,4.0,Metro City,52806.71
33.0,Male,Master's,Operations,Operations Manager,6.0,Tier-2 City,69194.5
28.0,Male,Master's,IT,DevOps Engineer,1.0,Tier-2 City,59202.94
39.0,Male,High School,Finance,Accountant,9.0,Metro City,45401.9
37.0,Female,Bachelor's,Marketing,Marketing Manager,9.0,Tier-2 City,66587.8
21.0,Male,Master's,HR,Recruiter,1.0,Tier-2 City,48253.64
21.0,Male,Master's,Operations,Logistics Coordinator,1.0,Metro City,53248.27
21.0,Female,Bachelor's,Finance,Financial Analyst,0.0,Metro City,49109.64
21.0,Male,Bachelor's,Finance,Finance Manager,0.0,Tier-2 City,54917.3
49.0,Male,Master's,Operations,Logistics Coordinator,15.0,Metro City,95577.16
40.0,Male,PhD,HR,Recruiter,14.0,Tier-2 City,88277.19
45.0,Male,Master's,HR,HR Executive,11.0,Metro City,75256.64
21.0,Male,Master's,Operations,Logistics Coordinator,0.0,Remote,42487.49
27.0,Female,Bachelor's,Marketing,SEO Specialist,0.0,Tier-2 City,39884.9
50.0,Female,Master's,Sales,Sales Manager,15.0,Metro City,104732.85
35.0,Male,Bachelor's,Operations,Operations Analyst,15.0,Remote,59814.77
39.0,Female,High School,Finance,Accountant,2.0,Metro City,41758.11
35.0,Female,High School,Sales,Sales Manager,13.0,Remote,50540.12
28.0,Male,Master's,HR,HR Executive,1.0,Tier-2 City,46924.75
37.0,Female,PhD,IT,DevOps Engineer,8.0,Metro City,130426.44
35.0,Female,High School,Sales,Sales Manager,8.0,Tier-2 City,50170.34
42.0,Male,Master's,HR,HR Manager,15.0,Remote,85907.69
27.0,Female,Bachelor's,HR,Recruiter,5.0,Tier-2 City,34898.81
41.0,Male,Bachelor's,Sales,Sales Manager,7.0,Remote,72541.02
21.0,Male,Bachelor's,Sales,Account Manager,1.0,Tier-2 City,52384.13
21.0,Male,Master's,Marketing,Marketing Executive,0.0,Metro City,57347.57
23.0,Female,Bachelor's,Finance,Accountant,3.0,Metro City,51035.48
37.0,Male,PhD,Operations,Operations Manager,6.0,Metro City,92369.3
29.0,Male,PhD,Finance,Financial Analyst,2.0,Metro City,93261.46
41.0,Male,PhD,Sales,Sales Executive,4.0,Tier-2 City,71333.6
45.0,Male,Bachelor's,HR,HR Executive,14.0,Remote,56686.51
30.0,Female,PhD,Finance,Accountant,9.0,Tier-2 City,100319.66
28.0,Female,Master's,Finance,Accountant,5.0,Metro City,72053.92
37.0,Female,Bachelor's,IT,Data Analyst,4.0,Metro City,68462.43
